station_name,latitude,longitude,cluster,k
Sackville St / Eastern Ave - SMART,43.6538072579688,-79.3595048377355,7,8
Salem Ave / Bloor St W,43.660834358905,-79.4316670265242,4,8
Scott St / The Esplanade,43.6464413,-79.3751047,6,8
Seaton St / Dundas St E - SMART,43.6587797635366,-79.3696011669615,6,8
Sentinel Rd / Finch Hydro Corridor,43.7641408001576,-79.5012829620474,5,8
Shaw St / Essex St - SMART,43.66707483905871,-79.4251187046856,4,8
Sherbourne St / Carlton St (Allan Gardens),43.6631059510597,-79.3731814259965,6,8
Sherbourne St / Isabella St,43.6695765438899,-79.3759569265572,6,8
Sherbourne St / Wellesley St E,43.6668802,-79.3748562,6,8
Sherbourne St N / Elm Ave,43.6752043,-79.3778284,6,8
Simcoe St / Adelaide St W,43.6486521011089,-79.3865966513381,6,8
Simcoe St / Dundas St W - SMART,43.6550981648947,-79.3892944428341,6,8
Simcoe St / Michael Sweet Ave,43.6523238571358,-79.3882546774087,6,8
Simcoe St / Queen St W,43.6449605,-79.3858589,6,8
Simcoe St / Wellington St North,43.6463317864611,-79.3854543757749,6,8
Simcoe St / Wellington St South,43.6458615503787,-79.3853670513939,6,8
Soho St / Queen St W,43.6495296,-79.3932237,6,8
Sorauren/Geoffrey (Sorauren Park) - SMART,43.6492804757264,-79.4444989087368,4,8
Southwood Dr / Kingston Rd - SMART,43.6786878335578,-79.297963251974,1,8
Spadina Ave / Adelaide St W,43.6472572203667,-79.3953179631646,6,8
Spadina Ave / Blue Jays Way,43.6417123378916,-79.393299969193,6,8
Spadina Ave / Fort York Blvd,43.6385229,-79.3918819,6,8
Spadina Ave / Harbord St - SMART,43.6629203424004,-79.401840190046,6,8
Spadina Ave / Sussex Ave - SMART,43.6640163581269,-79.4031771654577,6,8
Spadina Ave / Willcocks St,43.6616650137922,-79.4013946315033,6,8
Spadina Rd / Austin Terrace,43.6788326388978,-79.4087191071372,0,8
Spadina Rd / St.Clair Ave West,43.6847392,-79.4105886,0,8
St Clair Ave W / Bathurst St.,43.6831802,-79.4187117,0,8
St Clair Ave W / Castleton Ave,43.6684865780749,-79.4854215885035,2,8
St Clair Ave W / Gunns Rd,43.672364945944096,-79.4701532880544,2,8
St Clair Ave W / Winona Ave,43.6806617637732,-79.4323421939171,4,8
St Clair W Subway - Heath Entrance,43.6863531726918,-79.4158972724705,0,8
St Clarens Ave / College St,43.651243472505,-79.4386795858374,4,8
St Clarens Ave / Shirley Ave,43.6486829,-79.4376644,4,8
St Columba Pl / St Clair Ave E,43.7057983,-79.310624,1,8
St Joseph St / Bay St - SMART,43.6659778279756,-79.3876263816436,6,8
St. George St / Bloor St W,43.6671228,-79.3995476,6,8
St. George St / Hoskin Ave,43.6642354,-79.3982272,6,8
St. George St / Russell St - SMART,43.660524771329,-79.3972654846751,6,8
Starspray Ave / Lawrence Ave E,43.7886393,-79.1230988,3,8
Sterling Rd / Dundas St W,43.6507062,-79.4432424,4,8
Strachan Ave / Princes' Blvd,43.6350031505812,-79.4089179736306,4,8
Sumach St  / Queen St E,43.6569513,-79.3587343,7,8
Sumach St / Carlton St. (Riverdale Farm),43.6658778020241,-79.3625256253555,7,8
Summerhill Ave / Maclennan Ave,43.6857304,-79.3777482,0,8
Summerhill Station,43.6822959,-79.3907769,0,8
Sunnybrook Health Centre - L Wing,43.7229602760138,-79.3767212331866,0,8
Sunnybrook Health Centre - S Wing,43.7212518481037,-79.3773893059861,0,8
Sunnybrook Park,43.7172814,-79.3492135,7,8
Sunnyside - Gus Ryder Pool,43.637659,-79.4545301,2,8
Sunnyside Ave / The Queensway - SMART,43.639698818612494,-79.4486546059945,4,8
Superior Ave / Lake Shore Blvd W,43.6150985,-79.4886115,2,8
Swansea Community Centre,43.6441232,-79.4768848,2,8
Symington Ave / Davenport Rd,43.6705733,-79.453762,4,8
Symington Ave / Dupont St,43.6656045,-79.4513956,4,8
Taddle Creek Park,43.6699578,-79.3988286,6,8
Tecumseth St / Queen St W - SMART,43.6466871580411,-79.4065618732045,6,8
Ted Rogers Way / Bloor St E,43.6712951811405,-79.3804811522324,6,8
Teddington Park Ave,43.7337893,-79.4009606,0,8
Temperance St. Station,43.650846,-79.3798833,6,8
The Esplanade / Hahn Pl,43.6500239813663,-79.3635884337579,7,8
The Pond Rd / Sentinel Rd,43.7699195314893,-79.5026350134133,5,8
The Queensway / High St,43.6388542,-79.4630833,2,8
The Queensway at South Kingsway,43.6362817,-79.4728966,2,8
The Royal Ontario Museum (Bloor St Entrance),43.6684016895898,-79.3949108458114,6,8
Thompson St / Broadview Ave - SMART,43.6596287991617,-79.3503898940722,7,8
Tommy Thompson Park (Leslie Street Spit),43.652105,-79.3230546,7,8
Toronto Eaton Centre (Yonge St),43.6541457,-79.3807928,6,8
Toronto Inukshuk Park,43.6324058019469,-79.4097740405008,4,8
Torresdale Ave / Antibes Dr,43.782028,-79.449858,5,8
Trent Ave / Danforth Ave,43.6892938,-79.2958807,1,8
Trinity St /Front St E,43.6513107582701,-79.3602126031943,7,8
Twelfth St / Thirteenth St,43.6005007,-79.5111013,2,8
Tyndall Ave / King St W - SMART,43.6384316902187,-79.429147166578,4,8
Ulster St / Bathurst St,43.659894,-79.4091924,4,8
Union Station,43.6447101,-79.3801397,6,8
University Ave / Armoury St,43.6531007609227,-79.3877506085706,6,8
University Ave / College St (East),43.6599538541575,-79.3896445190959,6,8
University Ave / College St (West),43.6597645879309,-79.391417505718,6,8
University Ave / Elm St,43.6564639,-79.3878214,6,8
University Ave / Gerrard St W (East Side),43.6577559884881,-79.3891715704663,6,8
University Ave / Gerrard St W (WEST) - SMART,43.6574780546312,-79.3892207332727,6,8
University Ave / King St W - SMART,43.6478122417954,-79.3842858248757,6,8
University Ave / Queen St W,43.6506898,-79.3869757,6,8
University Ave / Richmond St W,43.6498300403221,-79.3864101756682,6,8
University of Toronto Scarborough,43.7875211,-79.1887847,3,8
Vanauley St / Queen St W - SMART,43.6484367329092,-79.398386357658,6,8
Vaughan Rd / Oakwood Ave,43.6920025,-79.4398661,4,8
Vaughan Rd /Wychwood Ave,43.6826002,-79.4204075,0,8
Via Italia / Mackay Ave,43.6767015038593,-79.4452908736958,4,8
Victoria Park Ave / Danforth Ave,43.6914045,-79.28814,1,8
Victoria Park Subway Station - SMART,43.6951033751008,-79.289683548192,1,8
Victoria St / Queen St E,43.6770643,-79.3352513,7,8
Wallace Ave / Pauline Ave,43.6632211833808,-79.4396960771727,4,8
Wallace Ave / Symington Ave - SMART,43.6613208906372,-79.4495335396077,4,8
Walnut Ave / Queen St W,43.6443147,-79.4100956,4,8
Walton St / Elizabeth St - SMART,43.6578118044074,-79.3861174880594,6,8
Ward Ave / Wallace Ave,43.6630992,-79.4407156,4,8
Waterfront Trail (Rouge Hill),43.765496,-79.1471746,3,8
Wellesley St / Queen's Park Cres,43.6633509,-79.3904276,6,8
Wellesley Station Green P,43.6649629963835,-79.3835420383538,6,8
Wellington St W / Bay St,43.6472034,-79.3799642,6,8
Wellington St W / Stafford St,43.6411881837509,-79.4102294736972,4,8
Wellington St W / York St,43.6471705,-79.3795292,6,8
Wells Hill Ave / St Clair Ave W,43.6836950711386,-79.4161005712638,0,8
Western Battery Rd / Pirandello St,43.64004674458489,-79.414431334451,4,8
Westmoreland Ave / Fernbank Ave,43.6653247797205,-79.4323527444002,4,8
Weston Lions Park,43.6977645,-79.5156779,2,8
Weston Rd / St Clair Ave W - SMART,43.673180786864,-79.4680875538302,2,8
Widmer St / Adelaide St W,43.6476926849846,-79.3915550448614,6,8
Wilket Creek Park,43.7196134,-79.3341152,1,8
Willcocks St / St. George St,43.662092,-79.3978569,6,8
Windsor St / Newcastle St,43.6171627588916,-79.4971003321267,2,8
Winona Dr / Davenport Rd,43.6802741,-79.4324989,4,8
Woodbine Ave / Lake Shore Blvd E,43.6656744,-79.3047017,1,8
Woodbine Ave / O'Connor Dr,43.6992864,-79.3188026,1,8
Woodbine Subway Green P SMART,43.686868884507,-79.3110951268866,1,8
Woodbine Subway Station,43.6864791,-79.3122533,1,8
Wright / Sorauren (Sorauren Park) - SMART,43.6469170009642,-79.4426238104091,4,8
Wychwood Ave / Benson Ave - SMART,43.68104051600049,-79.4229469448601,4,8
Yarmouth Rd / Christie St,43.6698064,-79.420905,4,8
Yonge St / Alexander St - SMART,43.6628653540271,-79.383583663083,6,8
Yonge St / Aylmer Ave,43.675786904852096,-79.3890140178735,6,8
Yonge St / Bloor St,43.6691804,-79.3863146,6,8
Yonge St / Davisville Ave,43.6976798,-79.3966076,0,8
Yonge St / Dundas Sq,43.6552868,-79.3805856,6,8
Yonge St / Dundonald St - SMART,43.665914514239695,-79.384813377117,6,8
Yonge St / Golfdale Rd,43.731985,-79.4037944,0,8
Yonge St / Harbour St,43.6434503773189,-79.3755100313682,6,8
Yonge St / Lawrence Ave,43.7253816,-79.4021079,0,8
Yonge St / Montgomery Ave - SMART,43.7097102924655,-79.3991715390366,0,8
Yonge St / Orchard View Blvd,43.7082514960752,-79.3986365551089,0,8
Yonge St / St Clair Ave,43.6880777,-79.3943964,0,8
Yonge St / Wood St,43.6620557054204,-79.3833672153993,6,8
Yonge St / Yorkville Ave,43.671925,-79.3878182,6,8
York St / Lakeshore St W - South,43.6420529200216,-79.38069412177,6,8
York St / Queens Quay W,43.6402297934417,-79.3801002160262,6,8
York University (Glendon Campus) - SMART,43.7276210652555,-79.3813977427825,0,8
York University Station (North),43.7741232,-79.4996291,5,8
York University Station (South) - SMART,43.7735066761586,-79.5001690866629,5,8
1 Market St - SMART,43.646929786806,-79.3709980052162,0,9
111 Bond St (North of Dundas St E)  - SMART,43.6572633244787,-79.3784695602031,0,9
12 Harbour St,43.6428813,-79.3757135,0,9
128 Sterling Ave - SMART,43.6539448487832,-79.4450154025322,5,9
1303 Yonge St - SMART,43.6848836594691,-79.3923925025309,3,9
135 Queens Wharf  - SMART,43.6511536325749,-79.3851577289438,0,9
1525 Dundas St,43.6495688316393,-79.4324530936431,5,9
161 Bleecker St (South of Wellesley),43.6666811549701,-79.3731550006831,0,9
190 Queens Quay E,43.6451551,-79.3655184,0,9
20 Charles St E,43.6689694,-79.3849338,0,9
200 Bloor St. E.,43.6725675,-79.3823807,0,9
25 Booth Ave,43.654713,-79.3411539,6,9
25 York St  Union Station South,43.6436950961274,-79.3810035178747,0,9
285 Victoria St,43.656891,-79.3794781,0,9
324 Cherry St,43.6503092,-79.3569126,6,9
406 Oakwood Ave,43.6882606,-79.4393353,5,9
424 Wellington St W,43.6440537,-79.3966852,0,9
439 Sherbourne St,43.6661334,-79.3736615,0,9
457 King St. W. at Spadina,43.6450793704172,-79.3961006244121,0,9
51 Parliament St,43.6519742,-79.3619474,6,9
519 Church St - SMART,43.6646001333883,-79.3806990467771,0,9
541 Huron St - SMART,43.6712537258785,-79.4022355448605,0,9
555 Bloor St East,43.6728118,-79.3695531,6,9
640 Bloor Street E,43.6741798,-79.3678587,6,9
80 Clinton St (North of College),43.6563952537432,-79.4144934602031,5,9
909 Yonge St,43.6749514,-79.3885276,0,9
Adelaide St W / Brant St,43.6464039324696,-79.3981277025325,0,9
Adelaide St W / Strachan Ave,43.6435382688261,-79.4124697178004,5,9
Alameda Ave / Vaughan Rd - SMART,43.6910182753954,-79.4374761,5,9
Alma Ave / Gladstone Ave SMART,43.645082808959,-79.428022273697,5,9
Alton Ave / Dundas St E (Greenwood Park),43.6675998466659,-79.3293116141764,6,9
Alvin Ave / St Clair Ave E,43.6887072,-79.3926561,3,9
Amelia St. / Sumach St.,43.6686254843741,-79.363616316025,6,9
Amos Waites Park,43.613355,-79.4879937,8,9
Amroth Ave / Danforth Ave,43.6851299,-79.3118909,2,9
Annette St / Dundas W,43.6642986,-79.458869,1,9
Annette St / Jane St,43.6585495,-79.4871898,1,9
Antler St / Campbell Ave - SMART,43.6643427179054,-79.4493206178739,1,9
Augusta Ave / Denison Sq,43.6540735347871,-79.4018041467098,0,9
Augusta Ave / Dundas St W,43.6524151635183,-79.4010729160257,0,9
Baldwin Ave / Spadina Ave - SMART,43.6550953442059,-79.3986878160256,0,9
Baldwin St / Henry St,43.6561828411132,-79.3934396736967,0,9
Balliol St / Yonge St  SMART,43.6978569,-79.3943799,3,9
Bartlett Parkette,43.670349,-79.4362994,5,9
Barton St / Howland St - SMART,43.6685886997248,-79.4098414126466,5,9
Bathurst St / Adelaide St W,43.6449804455062,-79.4030549025326,0,9
Bathurst St / Dundas St W,43.6521688,-79.4063406,5,9
Bathurst St / Fort York Blvd,43.639157,-79.3996475,0,9
Bathurst St / Lennox St,43.6639258,-79.4107376,5,9
Bathurst St/Queens Quay(Billy Bishop Airport),43.6358391240589,-79.3984495387512,0,9
Bathurst Subway Station,43.6666871,-79.4116449,5,9
Bay St / Albert St,43.6531094618133,-79.3826437313678,0,9
Bay St / Bloor St W (East Side),43.6696891958667,-79.3892551832582,0,9
Bay St / Bloor St W (West Side),43.669692114553,-79.3900258786759,0,9
Bay St / Charles St - SMART,43.6680957892602,-79.3886873996438,0,9
Bay St / College St (East Side),43.6606978316688,-79.3856703516634,0,9
Bay St / College St (West Side) - SMART,43.6609335495427,-79.3859984919365,0,9
Bay St / Queens Quay W (Ferry Terminal),43.6413960992217,-79.3768730905225,0,9
Bay St / Scollard St,43.6719976,-79.3902757,0,9
Bay St / St. Joseph St,43.6658541967127,-79.3876680736962,0,9
Bay St / Wellesley St W,43.6637002,-79.3870773,0,9
Bayview Ave / Lawren Harris Square,43.6547794728814,-79.3537015859754,6,9
Beaty Ave / Queen St W,43.6395429,-79.441058,5,9
Bellwoods Ave / Treford Pl - SMART,43.6526221512392,-79.4133976736967,5,9
Beltline Trail / Chaplin Cres.,43.7045705083875,-79.4231132106435,3,9
Berkeley St / Adelaide St E - SMART,43.6531326617562,-79.3647637313678,6,9
Berkeley St / Dundas St E - SMART,43.6592577229468,-79.367351002532,6,9
Berry Rd / Bell Manor Dr,43.6373109947738,-79.488960317875,1,9
Beverley  St / Dundas St W,43.6537292,-79.3939769,0,9
Beverley St / College St,43.6576943,-79.3955101,0,9
Blake St / Boultbee Ave,43.6718404,-79.3382205,6,9
Blantyre Park,43.6831825,-79.2805565,2,9
Bleecker St / St James Ave,43.6690484863875,-79.3744326313671,0,9
Bloor St E / Huntley St - SMART,43.6720864958783,-79.3791355602025,0,9
Bloor St W / Balmuto St,43.6701655408665,-79.3880232313671,0,9
Bloor St W / Brock Ave,43.6592259154401,-79.4386539783555,5,9
Bloor St W / Christie St,43.66078,-79.4312138,5,9
Bloor St W / Dundas St W,43.6560373,-79.4523222,1,9
Bloor St W / High Park Ave (High Park),43.6537199481172,-79.4652740602033,1,9
Bloor St W / Huron St,43.6670201,-79.4018152,0,9
Bloor St W / Manning Ave - SMART,43.6642431181888,-79.4160831736962,5,9
Bloor St W / Pacific Ave,43.6540578220405,-79.4636864025323,1,9
Bloor St W / Riverside Ave,43.647695,-79.4875628,1,9
Bloor St W / Shaw Ave - SMART,43.6626574383616,-79.4232857178739,5,9
Blythwood Rd / Yonge St - SMART,43.7167870231111,-79.4004921178717,3,9
Bond St / Queen St E,43.6530408739241,-79.3769128025322,0,9
Braemar Ave / Eglinton Ave W,43.7042096,-79.4094508,3,9
Bremner Blvd / Rees St,43.6411386619907,-79.3877795890393,0,9
Briar Hill Ave / Yonge St - SMART,43.7138443318697,-79.3998514890364,3,9
Brick Works,43.6849127,-79.3655581,6,9
Bridgeman Ave / Bathurst St,43.674501389008,-79.4148223025314,5,9
Bridgeman Ave / Kendal Ave,43.6756522857338,-79.4098641178735,5,9
Broadview Ave / Danforth Ave,43.6763507,-79.3586274,6,9
Broadview Ave / Westwood Ave,43.684886,-79.3565672,6,9
Cariboo St / Rail Path,43.6668571498497,-79.4583445025316,1,9
Carlaw Ave / Danforth Ave,43.6783505,-79.3474623,6,9
Carlaw Ave / Dundas St E,43.6650172994178,-79.3415714160252,6,9
Carlaw Ave / Strathcona Ave,43.6754291874016,-79.3460024890379,6,9
Carlton St / Parliament St,43.6643647,-79.3681095,6,9
Central Tech  (Harbord St),43.6632465695531,-79.4091627036855,5,9
Charles St E / Jarvis St - SMART,43.6700958596067,-79.3799211448605,0,9
Charles St W / Balmuto St - SMART,43.6686325236836,-79.3874044602026,0,9
Cherry Beach,43.6370143,-79.3438162,6,9
Cherry Beach Sports Field (55 Unwin Ave),43.640607278299,-79.3411633755459,6,9
Cherry St / Distillery Ln,43.6507646108461,-79.3568653940928,6,9
Cherry St / Mill St,43.6512802,-79.3578737,6,9
Chester Station,43.6782277,-79.3525143,6,9
Chiltern Hill Rd / Eglinton Ave W,43.7003579,-79.4280706,3,9
Chorley Park - SMART,43.686173805378,-79.3693155890375,6,9
Christie St / Benson Ave (Wychwood Barns),43.6801190362763,-79.4250428602022,5,9
Church St  / Wood St,43.6628211276403,-79.3797284380518,0,9
Church St / Alexander St,43.6638815643812,-79.3800837736963,0,9
Church St / Bloor St E,43.6713237,-79.3831361,0,9
Church St / Dundas St E - SMART,43.6566255287315,-79.3771570313676,0,9
Church St / Lombard St,43.6519823530586,-79.3751559160258,0,9
Claremont St / Dundas St W,43.6513386919789,-79.4116091602033,5,9
Clarence Square,43.6441912,-79.393683,0,9
Clendenan Ave / Rowland St - SMART,43.6604476437895,-79.4714492890385,1,9
College Park - Yonge St Entrance,43.6599268375014,-79.3825955274312,0,9
College Park South,43.6599741510493,-79.3849808295252,0,9
College Park- Gerrard Entrance,43.6589057873323,-79.3838338008719,0,9
College St / Borden St,43.6571124519816,-79.4051695313676,0,9
College St / Crawford St,43.6551685699926,-79.4190170553511,5,9
College St / Huron St,43.6584260107472,-79.3981365583543,0,9
College St / Major St,43.6576116991496,-79.4028079178742,0,9
College St / Markham St,43.6563798782945,-79.4089327025321,5,9
Colonel Danforth Park,43.7796074,-79.1766316,4,9
Concord Av / Dewson St,43.6568433709601,-79.4249363394071,5,9
Concord Ave / Bloor St W,43.6619647,-79.4268271,5,9
Cosburn Ave / Cedarvale Ave,43.697154,-79.3145238,2,9
Cosburn Ave / Donlands Ave,43.6905841,-79.3413146,6,9
Cosburn Ave / Durant Ave,43.6938983486332,-79.3299831602017,2,9
Coxwell Ave /  Lake Shore Blvd E,43.662833,-79.3152384,2,9
Coxwell Ave / Plains Rd,43.6959033,-79.3292314,2,9
Crawford St / Queen St W,43.6491517,-79.4167516,5,9
Cumberland Ave / Bay St SMART,43.670631979038,-79.3898115412673,0,9
D'Arcy St / Spadina Ave - SMART,43.6541077470146,-79.3983843467098,0,9
D'Arcy St. /McCaul St. SMART,43.6553109271941,-79.3918719432911,0,9
Dalton Rd / Bloor St W,43.6662499514982,-79.4066331736962,5,9
Danforth Ave / Aldridge Ave,43.6849029594144,-79.3171629448599,2,9
Danforth Ave / Barrington Ave,43.6883669,-79.3005153,2,9
Danforth Ave / Coxwell Ave,43.6834778,-79.3237153,2,9
Danforth Ave / Dewhurst Blvd,43.6801934,-79.3394629,6,9
Danforth Ave / Ellerbeck St,43.6769393,-79.3566149,6,9
Danforth Ave / Gough Ave,43.6788320392721,-79.3461056025312,6,9
Danforth Ave / Lamb Ave,43.6819129,-79.3293717,2,9
Danforth Ave / Westlake Ave,43.6876037517295,-79.3052146025308,2,9
Davenport Rd / Avenue Rd,43.6748211,-79.3967481,0,9
Davenport Rd / Bathurst St,43.6767734,-79.4161824,5,9
Davenport Rd / Bedford Rd,43.6745922,-79.3999473,0,9
Davenport Rd / Christie St,43.6756701,-79.423232,5,9
Davenport Rd / Lansdowne Ave,43.6713154,-79.4483532,1,9
Davenport Rd / McAlpine St - SMART,43.6740631902548,-79.3915103736958,0,9
Davenport Rd / Oakwood Rd - SMART,43.6745285294746,-79.4337405736959,5,9
Davisville Ave / Pailton Cres,43.6993444,-79.3919052,3,9
Dawes Rd / Taylor Creek Trl,43.6972635381852,-79.2973899890371,2,9
Dentonia Park,43.6936295,-79.2933125,2,9
Donlands Station,43.6808549,-79.3377699,6,9
Dovercourt Rd / Harrison St (Green P) - SMART,43.6503689933218,-79.4250447469708,5,9
Dufferin Gate - SMART,43.6337739042721,-79.425318880765,5,9
Dufferin St / Bloor St,43.6601875,-79.4353303,5,9
Dufferin St / Finch Hydro Recreational Trail,43.7722468634226,-79.467624673692,7,9
Dufferin St / Sylvan Av (Dufferin Grove Park),43.6548753948128,-79.4333425553514,5,9
Dundas St E / Boulton Ave - SMART,43.6633067526901,-79.3481953448608,6,9
Dundas St E / Broadview Ave,43.6622581,-79.3512492,6,9
Dundas St E / George St,43.6574326027245,-79.3734940890386,0,9
Dundas St E / Parliament St,43.659227,-79.3658214,6,9
Dundas St E / Pembroke St - SMART,43.6583432969745,-79.3724126313675,0,9
Dundas St E / Regent Park Blvd,43.6601302,-79.3616424,6,9
Dundas St E / Victoria St,43.6564895892273,-79.3795952602032,0,9
Dundas St W / Crawford St,43.6502169319699,-79.4170325736968,5,9
Dundas St W / Edna Ave,43.6574369754248,-79.4527035313676,1,9
Dundas St W / Roncesvalles Green P - SMART,43.6537595013049,-79.4517171755191,1,9
Dundas St W / St Helen Ave - SMART,43.6503292925566,-79.4409557203492,5,9
Dundas St W / St. Patrick St,43.6546590079284,-79.3902829160256,0,9
Dundas St W / Watkinson Ave,43.6650294652797,-79.4602781935564,1,9
Dundas St W / Yonge St,43.6558423,-79.3839045,0,9
Dundonald St / Church St,43.6665946,-79.3814682,0,9
Dupont St / Emerson Ave SMART,43.6673893875706,-79.4441430448606,5,9
Durie St / Dundas St W,43.6657862748429,-79.4849070467093,1,9
E.T. Seton Park (Eglinton Ave E / Leslie St),43.716743677693,-79.3490130025297,3,9
East Lynn Ave / Danforth Ave,43.68505,-79.3153536,2,9
Eastern Ave / Winnifred Ave,43.659400455701,-79.335132302532,6,9
Eastwood Rd / Coxwell Ave,43.6727597,-79.3191212,2,9
Eastwood Rd / Woodbine Ave - SMART,43.676679280996,-79.3089800602023,2,9
Edward St / Yonge St,43.656837,-79.382563,0,9
Eglinton Ave E / Redpath Ave,43.7078749,-79.3924203,3,9
Eglinton Ave W / Henning Ave SMART,43.7062969,-79.4016121,3,9
Eglinton Ave W / Scarlett Rd,43.6836259,-79.5109535,1,9
Elizabeth St / Edward St (Bus Terminal),43.6562769785739,-79.3854967602032,0,9
Ellis Ave / The Queensway,43.6378709,-79.4659966,1,9
Elm St/ University Ave (East Side),43.6564639,-79.3878214,0,9
Elwood Blvd / Avenue Rd,43.7070439,-79.4096215,3,9
Emerson Ave / Bloor St W,43.6589158475522,-79.4407623890385,5,9
Erskine Ave / Yonge St SMART,43.7112736395208,-79.3992793736944,3,9
Essex St / Christie St - SMART,43.6685219453294,-79.4202947602026,5,9
Esther Shiner Stadium,43.7756962,-79.4466356,7,9
Euclid Ave / Bloor St W,43.6644871950752,-79.4148510736962,5,9
Euclid Ave / Herrick St - SMART,43.6620842012886,-79.4139426467095,5,9
Exhibition GO (Atlantic Ave),43.6376887,-79.420201,5,9
Exhibition GO Station,43.6352125,-79.4187963,5,9
Fairmount Park,43.6759694,-79.3158648,2,9
Finch West Subway Station,43.765036,-79.4911601,7,9
Fleet St / Bathurst St,43.6368786,-79.3999844,0,9
Fleming Cres / Bayview Ave,43.7071996,-79.3756129,3,9
Florence Gell Park,43.6619288,-79.4981987,1,9
Fort York  Blvd / Capreol Ct,43.6403393094046,-79.3956797691134,0,9
Fort York Blvd / Bathurst St SMART,43.6390570608164,-79.4006772890394,0,9
Fort York Blvd / Garrison Rd,43.6375062325148,-79.4040195670101,0,9
Foster Pl / Elizabeth St,43.6545898188543,-79.3848452993399,0,9
Frederick St / King St E,43.649249,-79.3679828,0,9
Frederick St / The Esplanade,43.6485869,-79.3690619,0,9
Frobisher Ave / Lascelles Blvd,43.6967042,-79.400458,3,9
Front St / Simcoe St,43.6449559367743,-79.385039989039,0,9
Front St E / Bayview Avenue,43.6537409228599,-79.3536805025322,6,9
Front St E / Cherry St,43.6528828,-79.3580952,6,9
Front St E / Scott St,43.6476575921309,-79.375789189039,0,9
Front St W / Bay St (North Side),43.6462780888741,-79.3794840000926,0,9
Front St W / Bay St (South Side),43.6458743833108,-79.3788402699613,0,9
Front St W / Blue Jays Way,43.6434801,-79.3906534,0,9
Front St W / University Ave (1),43.6453168615321,-79.3831964582896,0,9
Front St W / University Ave (2),43.6449745752054,-79.3834048097065,0,9
Front St W / Yonge St (Hockey Hall of Fame),43.6473962775009,-79.3774679628112,0,9
Fulton Ave / Pape Ave,43.6838081,-79.3467928,6,9
G Ross Lord Park,43.7789858,-79.4610736,7,9
Gailbraith Rd / Kings College Cr. (U of T),43.6618101326865,-79.3951820890384,0,9
Gamble Ave / Broadview Ave,43.6892793,-79.3545241,6,9
Garden Ave / Roncesvalles Ave,43.6434063,-79.4478706,1,9
George St / King St E,43.6509551804968,-79.370697541787,0,9
Gerrard Square Mall (1010 Gerrard St E),43.669524,-79.3389805,6,9
Gerrard St E / Broadview - SMART,43.6656324210123,-79.3526213711645,6,9
Gerrard St E / Leslie St,43.6700054832942,-79.3330981178736,6,9
Gerrard St E / Malvern Ave - SMART,43.6852784072309,-79.2947190890375,2,9
Gerrard St E / River St,43.6634883,-79.3590277,6,9
Gerrard St E / Ted Reeve Dr,43.6847371770723,-79.2974924890375,2,9
Gerrard St E / Victoria Park Ave - SMART,43.6870742949465,-79.2866539890374,2,9
Glebe Rd W / Yonge St,43.7007679,-79.3974287,3,9
Glen Edyth Dr / Davenport Rd,43.6780397390915,-79.4053244136231,3,9
Glendonwynne Ave / Bloor St W,43.6517862279131,-79.4740113736967,1,9
Goodwood Park Ct / Dentonia Park,43.693066957472,-79.2925078753779,2,9
Gould St / Mutual St,43.6586714481525,-79.376361160203,0,9
Gould St / Yonge St (Ryerson University),43.6575315267405,-79.3813756025321,0,9
Granby St / Church St - SMART,43.6614265261999,-79.3791150602029,0,9
Guildwood GO Station (South),43.755257974421,-79.1974983732554,4,9
Hanna Ave / Liberty St,43.6382642,-79.4195443,5,9
Harbord St / Clinton St,43.660445790723,-79.4158203736964,5,9
Havelock St / Dufferin Park,43.6579059741518,-79.4312955736965,5,9
Hayter St / Laplante Ave,43.6592016468503,-79.3859770313675,0,9
High Park - Grenadier Cafe,43.6455504075175,-79.4659889448615,1,9
High Park - West Rd,43.6461366,-79.4691477,1,9
High Park Amphitheatre,43.6465345050189,-79.4620771160259,1,9
High Park Ave / Dundas St W,43.66563389211,-79.4703433025318,1,9
High Park Outdoor Pool,43.6494974,-79.4653944,1,9
High Park Subway,43.6544342,-79.4655451,1,9
High Park Subway Station,43.6544342,-79.4655451,1,9
Highfield Rd / Gerrard St E,43.6717821570118,-79.3249417602025,2,9
Hillsdale Ave W / Yonge St,43.7032744,-79.3980628,3,9
Hocken Ave./Vaughan Rd.,43.6818619791681,-79.4183876449986,5,9
Housey St / Dan Leckie Way,43.6382913982012,-79.3974778160262,0,9
Howard Park Ave / Dundas St W - SMART,43.6522760266469,-79.4481169602033,1,9
Howard St / Rose Ave,43.6715046769284,-79.3723717178736,0,9
Howard St / Sherbourne St,43.6713415522696,-79.3764570957795,0,9
HTO Park (Queens Quay W),43.6379645,-79.3874561,0,9
Hubbard Blvd / Balsam Av,43.66961336346169,-79.2888265448605,2,9
Hubbard Blvd. / Glen Manor Dr.,43.6689482081741,-79.2914282988194,2,9
Humber Bay Shores Park / Marine Parade Dr,43.6262269,-79.4766997,1,9
Humber Bay Shores Park East,43.630944,-79.472145,1,9
Humber Bay Shores Park West,43.622438,-79.4803365,8,9
Humber College,43.7285212,-79.6063069,7,9
Humberside Grounds - SMART,43.6594048938181,-79.470300860203,1,9
Huron/ Harbord St,43.6670201,-79.4018152,0,9
Isabella St / Church St,43.6683551,-79.3823222,0,9
Jameson Ave / Queen St W,43.6396945,-79.4368676,5,9
