station_name,latitude,longitude,cluster,k
Dundas St E / Broadview Ave,43.6622581,-79.3512492,1,5
Dundas St E / George St,43.6574326027245,-79.3734940890386,3,5
Dundas St E / Parliament St,43.659227,-79.3658214,3,5
Dundas St E / Pembroke St - SMART,43.6583432969745,-79.3724126313675,3,5
Dundas St E / Regent Park Blvd,43.6601302,-79.3616424,3,5
Dundas St E / Victoria St,43.6564895892273,-79.3795952602032,3,5
Dundas St W / Crawford St,43.6502169319699,-79.4170325736968,3,5
Dundas St W / Edna Ave,43.6574369754248,-79.4527035313676,0,5
Dundas St W / Roncesvalles Green P - SMART,43.6537595013049,-79.4517171755191,0,5
Dundas St W / St Helen Ave - SMART,43.6503292925566,-79.4409557203492,0,5
Dundas St W / St. Patrick St,43.6546590079284,-79.3902829160256,3,5
Dundas St W / Watkinson Ave,43.6650294652797,-79.4602781935564,0,5
Dundas St W / Yonge St,43.6558423,-79.3839045,3,5
Dundonald St / Church St,43.6665946,-79.3814682,3,5
Dupont St / Emerson Ave SMART,43.6673893875706,-79.4441430448606,0,5
Durie St / Dundas St W,43.6657862748429,-79.4849070467093,0,5
E.T. Seton Park (Eglinton Ave E / Leslie St),43.716743677693,-79.3490130025297,1,5
East Lynn Ave / Danforth Ave,43.68505,-79.3153536,1,5
Eastern Ave / Winnifred Ave,43.659400455701,-79.335132302532,1,5
Eastwood Rd / Coxwell Ave,43.6727597,-79.3191212,1,5
Eastwood Rd / Woodbine Ave - SMART,43.676679280996,-79.3089800602023,1,5
Edward St / Yonge St,43.656837,-79.382563,3,5
Eglinton Ave E / Redpath Ave,43.7078749,-79.3924203,3,5
Eglinton Ave W / Henning Ave SMART,43.7062969,-79.4016121,3,5
Eglinton Ave W / Scarlett Rd,43.6836259,-79.5109535,0,5
Elizabeth St / Edward St (Bus Terminal),43.6562769785739,-79.3854967602032,3,5
Ellis Ave / The Queensway,43.6378709,-79.4659966,0,5
Elm St/ University Ave (East Side),43.6564639,-79.3878214,3,5
Elwood Blvd / Avenue Rd,43.7070439,-79.4096215,3,5
Emerson Ave / Bloor St W,43.6589158475522,-79.4407623890385,0,5
Erskine Ave / Yonge St SMART,43.7112736395208,-79.3992793736944,3,5
Essex St / Christie St - SMART,43.6685219453294,-79.4202947602026,3,5
Esther Shiner Stadium,43.7756962,-79.4466356,4,5
Euclid Ave / Bloor St W,43.6644871950752,-79.4148510736962,3,5
Euclid Ave / Herrick St - SMART,43.6620842012886,-79.4139426467095,3,5
Exhibition GO (Atlantic Ave),43.6376887,-79.420201,3,5
Exhibition GO Station,43.6352125,-79.4187963,3,5
Fairmount Park,43.6759694,-79.3158648,1,5
Finch West Subway Station,43.765036,-79.4911601,4,5
Fleet St / Bathurst St,43.6368786,-79.3999844,3,5
Fleming Cres / Bayview Ave,43.7071996,-79.3756129,3,5
Florence Gell Park,43.6619288,-79.4981987,0,5
Fort York  Blvd / Capreol Ct,43.6403393094046,-79.3956797691134,3,5
Fort York Blvd / Bathurst St SMART,43.6390570608164,-79.4006772890394,3,5
Fort York Blvd / Garrison Rd,43.6375062325148,-79.4040195670101,3,5
Foster Pl / Elizabeth St,43.6545898188543,-79.3848452993399,3,5
Frederick St / King St E,43.649249,-79.3679828,3,5
Frederick St / The Esplanade,43.6485869,-79.3690619,3,5
Frobisher Ave / Lascelles Blvd,43.6967042,-79.400458,3,5
Front St / Simcoe St,43.6449559367743,-79.385039989039,3,5
Front St E / Bayview Avenue,43.6537409228599,-79.3536805025322,1,5
Front St E / Cherry St,43.6528828,-79.3580952,3,5
Front St E / Scott St,43.6476575921309,-79.375789189039,3,5
Front St W / Bay St (North Side),43.6462780888741,-79.3794840000926,3,5
Front St W / Bay St (South Side),43.6458743833108,-79.3788402699613,3,5
Front St W / Blue Jays Way,43.6434801,-79.3906534,3,5
Front St W / University Ave (1),43.6453168615321,-79.3831964582896,3,5
Front St W / University Ave (2),43.6449745752054,-79.3834048097065,3,5
Front St W / Yonge St (Hockey Hall of Fame),43.6473962775009,-79.3774679628112,3,5
Fulton Ave / Pape Ave,43.6838081,-79.3467928,1,5
G Ross Lord Park,43.7789858,-79.4610736,4,5
Gailbraith Rd / Kings College Cr. (U of T),43.6618101326865,-79.3951820890384,3,5
Gamble Ave / Broadview Ave,43.6892793,-79.3545241,1,5
Garden Ave / Roncesvalles Ave,43.6434063,-79.4478706,0,5
George St / King St E,43.6509551804968,-79.370697541787,3,5
Gerrard Square Mall (1010 Gerrard St E),43.669524,-79.3389805,1,5
Gerrard St E / Broadview - SMART,43.6656324210123,-79.3526213711645,1,5
Gerrard St E / Leslie St,43.6700054832942,-79.3330981178736,1,5
Gerrard St E / Malvern Ave - SMART,43.6852784072309,-79.2947190890375,1,5
Gerrard St E / River St,43.6634883,-79.3590277,3,5
Gerrard St E / Ted Reeve Dr,43.6847371770723,-79.2974924890375,1,5
Gerrard St E / Victoria Park Ave - SMART,43.6870742949465,-79.2866539890374,1,5
Glebe Rd W / Yonge St,43.7007679,-79.3974287,3,5
Glen Edyth Dr / Davenport Rd,43.6780397390915,-79.4053244136231,3,5
Glendonwynne Ave / Bloor St W,43.6517862279131,-79.4740113736967,0,5
Goodwood Park Ct / Dentonia Park,43.693066957472,-79.2925078753779,1,5
Gould St / Mutual St,43.6586714481525,-79.376361160203,3,5
Gould St / Yonge St (Ryerson University),43.6575315267405,-79.3813756025321,3,5
Granby St / Church St - SMART,43.6614265261999,-79.3791150602029,3,5
Guildwood GO Station (South),43.755257974421,-79.1974983732554,2,5
Hanna Ave / Liberty St,43.6382642,-79.4195443,3,5
Harbord St / Clinton St,43.660445790723,-79.4158203736964,3,5
Havelock St / Dufferin Park,43.6579059741518,-79.4312955736965,0,5
Hayter St / Laplante Ave,43.6592016468503,-79.3859770313675,3,5
High Park - Grenadier Cafe,43.6455504075175,-79.4659889448615,0,5
High Park - West Rd,43.6461366,-79.4691477,0,5
High Park Amphitheatre,43.6465345050189,-79.4620771160259,0,5
High Park Ave / Dundas St W,43.66563389211,-79.4703433025318,0,5
High Park Outdoor Pool,43.6494974,-79.4653944,0,5
High Park Subway,43.6544342,-79.4655451,0,5
High Park Subway Station,43.6544342,-79.4655451,0,5
Highfield Rd / Gerrard St E,43.6717821570118,-79.3249417602025,1,5
Hillsdale Ave W / Yonge St,43.7032744,-79.3980628,3,5
Hocken Ave./Vaughan Rd.,43.6818619791681,-79.4183876449986,3,5
Housey St / Dan Leckie Way,43.6382913982012,-79.3974778160262,3,5
Howard Park Ave / Dundas St W - SMART,43.6522760266469,-79.4481169602033,0,5
Howard St / Rose Ave,43.6715046769284,-79.3723717178736,3,5
Howard St / Sherbourne St,43.6713415522696,-79.3764570957795,3,5
HTO Park (Queens Quay W),43.6379645,-79.3874561,3,5
Hubbard Blvd / Balsam Av,43.66961336346169,-79.2888265448605,1,5
Hubbard Blvd. / Glen Manor Dr.,43.6689482081741,-79.2914282988194,1,5
Humber Bay Shores Park / Marine Parade Dr,43.6262269,-79.4766997,0,5
Humber Bay Shores Park East,43.630944,-79.472145,0,5
Humber Bay Shores Park West,43.622438,-79.4803365,0,5
Humber College,43.7285212,-79.6063069,4,5
Humberside Grounds - SMART,43.6594048938181,-79.470300860203,0,5
Huron/ Harbord St,43.6670201,-79.4018152,3,5
Isabella St / Church St,43.6683551,-79.3823222,3,5
Jameson Ave / Queen St W,43.6396945,-79.4368676,0,5
Jane St / Bloor St W (Jane Subway Station),43.6499246568523,-79.4838210300721,0,5
Jarvis St / Carlton St,43.6625452,-79.3765801,3,5
Jarvis St / Dundas St E,43.6571222,-79.3743386,3,5
Jarvis St / Isabella St,43.6691423,-79.3793983,3,5
Jarvis St / Maitland Pl,43.6653340095923,-79.3778882313673,3,5
Jarvis St / Richmond St E,43.6526421,-79.374142,3,5
Jimmie Simpson Park (Queen St E),43.6613859879273,-79.3447826736964,1,5
John St  / Mercer St - SMART,43.6461303039244,-79.389492530798,3,5
Joseph J Piccininni Community Centre,43.6753158,-79.4515427,0,5
Judson St / Royal York,43.6163521846301,-79.4984076602048,0,5
Keele St / Annette St,43.6636671,-79.463587,0,5
Keele St / Vine Ave,43.6667355892612,-79.4650519313672,0,5
Kendal Ave / Bernard Ave,43.6720923356345,-79.4084107448605,3,5
Kendal Ave / Spadina Rd,43.6704053,-79.4052087,3,5
Kew Beach Ave / Kenilworth Ave,43.66677965006,-79.3006636602027,1,5
Kilgour Rd / Rumsey Rd,43.7182991240458,-79.3716849919558,3,5
King / Cowan Ave - SMART,43.6380615905161,-79.4318558485591,0,5
King St E / Church St,43.650002,-79.374494,3,5
King St E / Jarvis St,43.6501395,-79.3725329,3,5
King St E / Ontario St.,43.6518027410405,-79.3660818490542,3,5
King St E / River St,43.6569236,-79.356364,3,5
King St E / Victoria St,43.6495672336494,-79.3767516602034,3,5
King St W / Bay St (East Side),43.6488229527268,-79.3796561982438,3,5
King St W / Bay St (West Side),43.6486680185346,-79.3808980958271,3,5
King St W / Brant St,43.645129699972,-79.397611131368,3,5
King St W / Charlotte St (West Side),43.645631726708096,-79.3937471646064,3,5
King St W / Crawford St,43.6417896971911,-79.4137996736972,3,5
King St W / Douro St,43.6409481,-79.4164811,3,5
King St W / Fraser Ave,43.6396449881381,-79.4248466602039,0,5
King St W / Joe Shuster Way,43.6395764,-79.4237259,0,5
King St W / Jordan St,43.6491251979871,-79.3787379583548,3,5
King St W / Spadina Ave,43.6458183,-79.395113,3,5
King St W / Stafford St,43.6424125497386,-79.4107397809075,3,5
King St W / Tecumseth St,43.6435646769939,-79.4052578025327,3,5
King St W / York St,43.6478273,-79.3833728,3,5
Kings Mill Park,43.6494585746259,-79.493255566759,0,5
Kingston Rd / Beech Ave,43.6804363312721,-79.2906815448601,1,5
Lake Shore Blvd E / Knox Ave,43.6603299,-79.3243635,1,5
Lake Shore Blvd E / Leslie St,43.6594098938032,-79.328485817874,1,5
Lake Shore Blvd W / Colborne Lodge Dr,43.6381264339916,-79.4589789448618,0,5
Lake Shore Blvd W / Ellis Ave,43.6359568,-79.4650412,0,5
Lake Shore Blvd W / Louisa St,43.6190789782899,-79.4864667871915,0,5
Lake Shore Blvd W / Ontario Dr,43.5977713,-79.5169115,0,5
Lake Shore Blvd W / The Boulevard Club,43.6366117,-79.4446502,0,5
Lake Shore Blvd W / Thirty Ninth Street,43.5930367501497,-79.5406186602056,0,5
Lake Shore Blvd W / Twenty Fourth St,43.59717441856569,-79.52248833137,0,5
Lake Shore Blvd W / Windermere Ave,43.6353527703901,-79.4681446160263,0,5
Langford Ave / Danforth Ave - SMART,43.6799084736249,-79.3406418467088,1,5
Lansdowne Ave / Whytock Ave,43.6539747971218,-79.4411251313677,0,5
Lansdowne Subway Station,43.6591684,-79.4435743,0,5
Lascelles Blvd / Eglinton Ave W,43.7054379,-79.4035336,3,5
Lawton Blvd / Yonge St,43.6917051,-79.3957712,3,5
Liberty St / Fraser Ave Green P,43.6377674288122,-79.4241120025328,0,5
Lisgar Park,43.6424319,-79.4236997,0,5
Lisgar St / Dundas St SMART,43.6496354072182,-79.4267637025324,0,5
Little Norway Park,43.6345063,-79.3983446,3,5
Livingston Rd (Highland Creek Trail),43.7531163034059,-79.2016630770805,2,5
Livingston Rd / Guildwood Pkwy,43.7476674,-79.199105,2,5
Logan Av / Gerrard St E,43.6671584,-79.3449489,1,5
Logan Ave / Bain Ave,43.672177216054706,-79.3472103313669,1,5
Long Branch GO Station,43.5921076,-79.5437152,0,5
Lonsdale Rd / Spadina Rd,43.6885255,-79.4129041,3,5
Lower Don River Trail and Taylor Creek Trail,43.7029679846168,-79.3336061632668,1,5
Lower Jarvis / Queens Quay E,43.6438577,-79.3695119,3,5
Lower Sherbourne St / The Esplanade,43.6491304,-79.367165,3,5
Lower Simcoe St / Bremner Blvd,43.6425575158126,-79.3840558178748,3,5
Lower Spadina Ave / Lake Shore Blvd,43.6385229,-79.3918819,3,5
Lumsden Ave / Eastdale Ave,43.6958168570011,-79.301220189037,1,5
Lundy Ave / Etienne Brule Park,43.6625213,-79.5030166,0,5
Lynn Williams St / East Liberty St - SMART,43.6388406549511,-79.4172781043815,3,5
Macpherson Ave / Spadina Rd,43.6760615831528,-79.4074530448603,3,5
Madison Ave / Bloor St W,43.6671062926655,-79.4027298602027,3,5
Mallon Ave / Jones Ave -SMART,43.6660121911317,-79.3341302448607,1,5
Marie Curtis Park,43.5850755,-79.5427596,0,5
Marilyn Bell Park Tennis Court,43.6335274,-79.4374089,0,5
Martin Goodman Trail (Marilyn Bell Park),43.6314079737008,-79.4304113413221,0,5
Martin Goodman Trail / Ontario Dr,43.6461519,-79.3533167,1,5
Mary McCormick Rec Centre (Sheridan Ave),43.64749158538049,-79.4328436479782,0,5
McGill St / Church St,43.6598776,-79.3822854,3,5
Merton St / Mount Pleasant Rd,43.6982903,-79.3866137,3,5
Metro Hall Plaza,43.6458806333698,-79.3878425306566,3,5
Mill St / Parliament St,43.6502909,-79.3622834,3,5
Mill St / Tannery Rd,43.6523169893235,-79.3543124160257,1,5
Moore Park,43.6903876,-79.3832965,3,5
Morningside Park (Highland Creek Trail),43.7890783,-79.1934176,2,5
Morse St / Eastern Ave,43.658298159121,-79.340173802532,1,5
Mortimer Ave / Carlaw Ave SMART,43.6854403408848,-79.3499247178729,1,5
Mortimer Ave / Coxwell Ave,43.6908465,-79.3267754,1,5
Nassau St / Bellevue Ave,43.6551170193021,-79.4035986160256,3,5
Navy Wharf Ct. / Bremner Blvd.,43.6409687201246,-79.3915992736972,3,5
Neil McLellan Park,43.6514985,-79.4771633,0,5
Nelson St / Duncan St,43.6488966724898,-79.3889117840674,3,5
Niagara St / Richmond St W,43.6451652539139,-79.4094885890391,3,5
Niagara St / Tecumseth St,43.6412134,-79.4044571,3,5
Noble St / Queen St W,43.6420816629617,-79.4297163199824,0,5
Northern Dancer Blvd / Lake Shore Blvd E,43.6631474,-79.3097688,1,5
O'Connor Dr / Curity Ave - SMART,43.7080545045186,-79.3111195467076,1,5
Oak St / Sumach St,43.6617900894449,-79.3615232231798,3,5
Ontario Place Blvd / Lake Shore Blvd W (East),43.62869059556449,-79.4182524697256,3,5
Ontario St / Adelaide St E -SMART,43.6527144994,-79.366191978876,3,5
Orchard Park,43.6686425,-79.314246,1,5
Orde St / McCaul St,43.6580917016083,-79.3930281417629,3,5
Oriole Pkwy / Kilbarry Rd,43.695382,-79.402154,3,5
Ossington Ave / Bloor St W,43.6620538,-79.425499,3,5
Ossington Ave / College St,43.6544446,-79.4225357,3,5
Ossington Ave / Harrison St,43.6511147657839,-79.4213987825904,3,5
Pacific Ave / Glenlake Ave,43.6572333,-79.4650233,0,5
Palmerston Ave / Dundas St W,43.6516072789681,-79.4083418415009,3,5
Palmerston Ave / Vermont Ave,43.6713834808491,-79.4163800351691,3,5
Pape Ave / Gamble Ave,43.690152,-79.3500593,1,5
Pape Subway Green P,43.6800917029998,-79.3436432093741,1,5
Parkside Dr / Bloor St W - SMART,43.6544958089602,-79.4600631525991,0,5
Parliament St / Aberdeen Ave,43.665276741382,-79.368332297245,3,5
Parliament St / Gerrard St,43.6622813,-79.3670556,3,5
Phoebe St / Spadina Ave,43.6501014,-79.3964539,3,5
Polson Pier,43.6419646,-79.3525591,1,5
Pottery Rd / Lower Don River Trail,43.6881764,-79.3621126,1,5
Pretoria Av / Broadview Av,43.6785398,-79.3584836,1,5
Primrose Ave / Davenport Rd,43.6718518,-79.4461781,0,5
Princes Gate / Nunavut Dr,43.633360774738,-79.4143749199189,3,5
Priscilla  Ave / Dundas St W,43.6646648445202,-79.4893908898518,0,5
Queen St E / Alton Av,43.6638160940126,-79.3278658803415,1,5
Queen St E / Berkeley St,43.6553338043014,-79.3657536241055,3,5
Queen St E / George St (Moss Park),43.6559995,-79.3705289,3,5
Queen St E / Hammersmith Ave,43.671266724403694,-79.2944502532702,1,5
Queen St E / Nursewood Rd (Neville Park Loop),43.6738328256557,-79.2814610876689,1,5
Queen St E / Pape Ave - SMART,43.661815401529,-79.3377701314859,1,5
Queen St E / Rushbrooke Ave,43.6628412836,-79.3323483448608,1,5
Queen St E / Sackville St,43.656250791825904,-79.3614210890386,3,5
Queen St E / Woodward Ave,43.6654164315842,-79.3198389178737,1,5
Queen St W  /  Fuller Ave - SMART,43.6419481133014,-79.4394447075677,0,5
Queen St W / Close Ave,43.6407103254285,-79.435926822724,0,5
Queen St W / Cowan Ave,43.6410261246429,-79.4328355711965,0,5
Queen St W / Dovercourt Rd,43.6439651913523,-79.422754092616,0,5
Queen St W / Gladstone Ave,43.6431934,-79.4272775,0,5
Queen St W / James St,43.6521521595917,-79.380737354248,3,5
Queen St W / John St,43.6500758,-79.3912672,3,5
Queen St W / Ossington Ave,43.6443432,-79.4190046,3,5
Queen St W / Portland St,43.647599505858,-79.4015010616047,3,5
Queen St W / Roncesvalles Ave,43.6390239,-79.4462213,0,5
Queen St W / Spadina Ave,43.6490263,-79.3954413,3,5
Queen St W / York St (City Hall),43.6519347508009,-79.3839990632671,3,5
Queen St. E / Eastern Ave,43.6668003,-79.3127653,1,5
Queen St. E / Rhodes Ave.,43.66621917719,-79.317692568278,1,5
Queen St. E / Spruce Hill Rd.,43.6726137188247,-79.2889962535558,1,5
Queen's Park / Bloor St W,43.6660951,-79.3931643,3,5
Queen's Park Cres E / Grosvenor St - SMART,43.661810833664,-79.3896939833702,3,5
Queen's Park Cres W / Hoskin Ave,43.6652284810657,-79.3940158073027,3,5
Queens Quay / Yonge St,43.6416530039779,-79.3753053789714,3,5
Queens Quay E / Lower Sherbourne St,43.6451341471073,-79.3653736075786,3,5
Queens Quay W / Dan Leckie Way,43.6366659431768,-79.3957989143929,3,5
Queens Quay W / Lower Simcoe St,43.6394636,-79.383704,3,5
Regal Rd / Dufferin St,43.6740176,-79.4409681,0,5
Richmond St E / Jarvis St Green P,43.6527757849356,-79.3726302693127,3,5
Richmond St E / Yonge St,43.6525625,-79.3756179,3,5
Richmond St W / York St,43.6493308,-79.3887698,3,5
Ripley Ave / Ormskirk Ave,43.6392213,-79.4758775,0,5
Riverdale Park North (Broadview Ave),43.6714296565773,-79.3545405265295,1,5
Riverdale Park South (Broadview Ave),43.6681712948707,-79.3535996796763,1,5
Robert St / Bloor St W - SMART,43.6658439298678,-79.4050120691272,3,5
Roehampton Ave / Mount Pleasant Rd,43.7095353,-79.3904994,3,5
Roehampton St / Bayview Ave,43.7117489,-79.3784707,3,5
Roncesvalles Ave / Marmaduke St,43.6504984,-79.4508926,0,5
Rosedale Park (20 Schofield Ave),43.6831803535114,-79.3772379000916,3,5
Rosehill Ave / Avoca Ave - SMART,43.6879951724501,-79.3890751859803,3,5
Ross St / Cecil St - SMART,43.6568223589264,-79.3966165814807,3,5
Rouge Hill GO Station,43.7807349,-79.1304775,2,5
Roxborough St W / Yonge St,43.6781956446302,-79.3900637955132,3,5
Roxton Rd / Harbord St,43.6590490707642,-79.4229898342594,3,5
Royal York Rd / Lake Shore Blvd W,43.6038834,-79.4930047,0,5
Royal York Rd / Mimico Ave,43.6120886,-79.4965848,0,5
Runnymede Rd / Annette St,43.6601825,-79.4797864,0,5
Rusholme Park Cres / College St,43.6528085,-79.4298666,0,5
Rushton Rd / St Clair Ave W,43.6810959,-79.4277004,3,5
Russell Hill Rd / St Clair Ave W,43.6856233,-79.4080346,3,5
Russell St / Huron St - SMART,43.6604313014223,-79.3981165362059,3,5
Sackville St / Eastern Ave - SMART,43.6538072579688,-79.3595048377355,3,5
Salem Ave / Bloor St W,43.660834358905,-79.4316670265242,0,5
Scott St / The Esplanade,43.6464413,-79.3751047,3,5
Seaton St / Dundas St E - SMART,43.6587797635366,-79.3696011669615,3,5
Sentinel Rd / Finch Hydro Corridor,43.7641408001576,-79.5012829620474,4,5
Shaw St / Essex St - SMART,43.66707483905871,-79.4251187046856,3,5
Sherbourne St / Carlton St (Allan Gardens),43.6631059510597,-79.3731814259965,3,5
Sherbourne St / Isabella St,43.6695765438899,-79.3759569265572,3,5
Sherbourne St / Wellesley St E,43.6668802,-79.3748562,3,5
Sherbourne St N / Elm Ave,43.6752043,-79.3778284,3,5
Simcoe St / Adelaide St W,43.6486521011089,-79.3865966513381,3,5
Simcoe St / Dundas St W - SMART,43.6550981648947,-79.3892944428341,3,5
Simcoe St / Michael Sweet Ave,43.6523238571358,-79.3882546774087,3,5
Simcoe St / Queen St W,43.6449605,-79.3858589,3,5
Simcoe St / Wellington St North,43.6463317864611,-79.3854543757749,3,5
Simcoe St / Wellington St South,43.6458615503787,-79.3853670513939,3,5
Soho St / Queen St W,43.6495296,-79.3932237,3,5
Sorauren/Geoffrey (Sorauren Park) - SMART,43.6492804757264,-79.4444989087368,0,5
Southwood Dr / Kingston Rd - SMART,43.6786878335578,-79.297963251974,1,5
Spadina Ave / Adelaide St W,43.6472572203667,-79.3953179631646,3,5
Spadina Ave / Blue Jays Way,43.6417123378916,-79.393299969193,3,5
Spadina Ave / Fort York Blvd,43.6385229,-79.3918819,3,5
Spadina Ave / Harbord St - SMART,43.6629203424004,-79.401840190046,3,5
Spadina Ave / Sussex Ave - SMART,43.6640163581269,-79.4031771654577,3,5
Spadina Ave / Willcocks St,43.6616650137922,-79.4013946315033,3,5
Spadina Rd / Austin Terrace,43.6788326388978,-79.4087191071372,3,5
Spadina Rd / St.Clair Ave West,43.6847392,-79.4105886,3,5
St Clair Ave W / Bathurst St.,43.6831802,-79.4187117,3,5
St Clair Ave W / Castleton Ave,43.6684865780749,-79.4854215885035,0,5
St Clair Ave W / Gunns Rd,43.672364945944096,-79.4701532880544,0,5
St Clair Ave W / Winona Ave,43.6806617637732,-79.4323421939171,0,5
St Clair W Subway - Heath Entrance,43.6863531726918,-79.4158972724705,3,5
St Clarens Ave / College St,43.651243472505,-79.4386795858374,0,5
St Clarens Ave / Shirley Ave,43.6486829,-79.4376644,0,5
St Columba Pl / St Clair Ave E,43.7057983,-79.310624,1,5
St Joseph St / Bay St - SMART,43.6659778279756,-79.3876263816436,3,5
St. George St / Bloor St W,43.6671228,-79.3995476,3,5
St. George St / Hoskin Ave,43.6642354,-79.3982272,3,5
St. George St / Russell St - SMART,43.660524771329,-79.3972654846751,3,5
Starspray Ave / Lawrence Ave E,43.7886393,-79.1230988,2,5
Sterling Rd / Dundas St W,43.6507062,-79.4432424,0,5
Strachan Ave / Princes' Blvd,43.6350031505812,-79.4089179736306,3,5
Sumach St  / Queen St E,43.6569513,-79.3587343,3,5
Sumach St / Carlton St. (Riverdale Farm),43.6658778020241,-79.3625256253555,3,5
Summerhill Ave / Maclennan Ave,43.6857304,-79.3777482,3,5
Summerhill Station,43.6822959,-79.3907769,3,5
Sunnybrook Health Centre - L Wing,43.7229602760138,-79.3767212331866,3,5
Sunnybrook Health Centre - S Wing,43.7212518481037,-79.3773893059861,3,5
Sunnybrook Park,43.7172814,-79.3492135,1,5
Sunnyside - Gus Ryder Pool,43.637659,-79.4545301,0,5
Sunnyside Ave / The Queensway - SMART,43.639698818612494,-79.4486546059945,0,5
Superior Ave / Lake Shore Blvd W,43.6150985,-79.4886115,0,5
Swansea Community Centre,43.6441232,-79.4768848,0,5
Symington Ave / Davenport Rd,43.6705733,-79.453762,0,5
Symington Ave / Dupont St,43.6656045,-79.4513956,0,5
Taddle Creek Park,43.6699578,-79.3988286,3,5
Tecumseth St / Queen St W - SMART,43.6466871580411,-79.4065618732045,3,5
Ted Rogers Way / Bloor St E,43.6712951811405,-79.3804811522324,3,5
Teddington Park Ave,43.7337893,-79.4009606,3,5
Temperance St. Station,43.650846,-79.3798833,3,5
The Esplanade / Hahn Pl,43.6500239813663,-79.3635884337579,3,5
The Pond Rd / Sentinel Rd,43.7699195314893,-79.5026350134133,4,5
The Queensway / High St,43.6388542,-79.4630833,0,5
The Queensway at South Kingsway,43.6362817,-79.4728966,0,5
The Royal Ontario Museum (Bloor St Entrance),43.6684016895898,-79.3949108458114,3,5
Thompson St / Broadview Ave - SMART,43.6596287991617,-79.3503898940722,1,5
Tommy Thompson Park (Leslie Street Spit),43.652105,-79.3230546,1,5
Toronto Eaton Centre (Yonge St),43.6541457,-79.3807928,3,5
Toronto Inukshuk Park,43.6324058019469,-79.4097740405008,3,5
Torresdale Ave / Antibes Dr,43.782028,-79.449858,4,5
Trent Ave / Danforth Ave,43.6892938,-79.2958807,1,5
Trinity St /Front St E,43.6513107582701,-79.3602126031943,3,5
Twelfth St / Thirteenth St,43.6005007,-79.5111013,0,5
Tyndall Ave / King St W - SMART,43.6384316902187,-79.429147166578,0,5
Ulster St / Bathurst St,43.659894,-79.4091924,3,5
Union Station,43.6447101,-79.3801397,3,5
University Ave / Armoury St,43.6531007609227,-79.3877506085706,3,5
University Ave / College St (East),43.6599538541575,-79.3896445190959,3,5
University Ave / College St (West),43.6597645879309,-79.391417505718,3,5
University Ave / Elm St,43.6564639,-79.3878214,3,5
University Ave / Gerrard St W (East Side),43.6577559884881,-79.3891715704663,3,5
University Ave / Gerrard St W (WEST) - SMART,43.6574780546312,-79.3892207332727,3,5
University Ave / King St W - SMART,43.6478122417954,-79.3842858248757,3,5
University Ave / Queen St W,43.6506898,-79.3869757,3,5
University Ave / Richmond St W,43.6498300403221,-79.3864101756682,3,5
University of Toronto Scarborough,43.7875211,-79.1887847,2,5
Vanauley St / Queen St W - SMART,43.6484367329092,-79.398386357658,3,5
Vaughan Rd / Oakwood Ave,43.6920025,-79.4398661,0,5
Vaughan Rd /Wychwood Ave,43.6826002,-79.4204075,3,5
Via Italia / Mackay Ave,43.6767015038593,-79.4452908736958,0,5
Victoria Park Ave / Danforth Ave,43.6914045,-79.28814,1,5
Victoria Park Subway Station - SMART,43.6951033751008,-79.289683548192,1,5
Victoria St / Queen St E,43.6770643,-79.3352513,1,5
Wallace Ave / Pauline Ave,43.6632211833808,-79.4396960771727,0,5
Wallace Ave / Symington Ave - SMART,43.6613208906372,-79.4495335396077,0,5
Walnut Ave / Queen St W,43.6443147,-79.4100956,3,5
Walton St / Elizabeth St - SMART,43.6578118044074,-79.3861174880594,3,5
Ward Ave / Wallace Ave,43.6630992,-79.4407156,0,5
Waterfront Trail (Rouge Hill),43.765496,-79.1471746,2,5
Wellesley St / Queen's Park Cres,43.6633509,-79.3904276,3,5
Wellesley Station Green P,43.6649629963835,-79.3835420383538,3,5
Wellington St W / Bay St,43.6472034,-79.3799642,3,5
Wellington St W / Stafford St,43.6411881837509,-79.4102294736972,3,5
Wellington St W / York St,43.6471705,-79.3795292,3,5
Wells Hill Ave / St Clair Ave W,43.6836950711386,-79.4161005712638,3,5
Western Battery Rd / Pirandello St,43.64004674458489,-79.414431334451,3,5
Westmoreland Ave / Fernbank Ave,43.6653247797205,-79.4323527444002,0,5
Weston Lions Park,43.6977645,-79.5156779,4,5
Weston Rd / St Clair Ave W - SMART,43.673180786864,-79.4680875538302,0,5
Widmer St / Adelaide St W,43.6476926849846,-79.3915550448614,3,5
Wilket Creek Park,43.7196134,-79.3341152,1,5
Willcocks St / St. George St,43.662092,-79.3978569,3,5
Windsor St / Newcastle St,43.6171627588916,-79.4971003321267,0,5
Winona Dr / Davenport Rd,43.6802741,-79.4324989,0,5
Woodbine Ave / Lake Shore Blvd E,43.6656744,-79.3047017,1,5
Woodbine Ave / O'Connor Dr,43.6992864,-79.3188026,1,5
Woodbine Subway Green P SMART,43.686868884507,-79.3110951268866,1,5
Woodbine Subway Station,43.6864791,-79.3122533,1,5
Wright / Sorauren (Sorauren Park) - SMART,43.6469170009642,-79.4426238104091,0,5
Wychwood Ave / Benson Ave - SMART,43.68104051600049,-79.4229469448601,3,5
Yarmouth Rd / Christie St,43.6698064,-79.420905,3,5
Yonge St / Alexander St - SMART,43.6628653540271,-79.383583663083,3,5
Yonge St / Aylmer Ave,43.675786904852096,-79.3890140178735,3,5
